;Unnamed: 0;country;description;designation;points;price;province;region_1;region_2;variety;winery;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;Id
719;719;France;This is pretty pale for a Tavel, with a coppery tinge to its pink color. Notes of lime zest, wet stone and modest cherry-berry notes finish on a bright citrus note.;;90;24.0;Rhône Valley;Tavel;;Rosé;Prieuré de Montézargues;8.2;0.32;0.42;2.3;0.098;3.0;9.0;0.99506;3.27;0.55;12.3;6;1023
720;720;US;This red blend is nicely dry, with abundant of dark plum and pomegranate flavors and a full-bodied, moderately tannic mouthfeel. It's easy to drink but bold enough to pair with hearty proteins.;Harvest;86;18.0;California;California;California Other;Red Blend;The Naked Grape;7.7;0.58;0.01;1.8;0.088;12.0;18.0;0.99568;3.32;0.56;10.5;7;1024
721;721;South Africa;This wine opens softly, with faint aromas of lemon-lime citrus and lean green fruit. The medium-weight palate offers a bit more concentration in green plum and lime tones, finishing pithy and somewhat bitter.;Schaapenberg Vineyard Reserve;86;35.0;Stellenbosch;;;Sauvignon Blanc;Vergelegen;8.6;0.83;0.0;2.8;0.095;17.0;43.0;0.99822;3.33;0.6;10.4;6;1025
722;722;Argentina;This uniquely tan-colored Torrontés is “orange” in style. Aromas of orange peel, peach, apricot and floor polish are challenging but complex. This immediately turns grabby and astringent on the palate, while stone-fruit and pithy flavors are short, quick and dry.;Brutal;86;26.0;Mendoza Province;Mendoza;;Torrontés;Via Revolucionaria;7.9;0.31;0.32;1.9;0.066;14.0;36.0;0.99364;3.41;0.56;12.6;6;1026
723;723;Argentina;Gritty aromas of herbal berry fruits and coffee grounds lead to a hard tannic, compact palate with loud acidity. Disparate flavors of burnt coffee, tomato and stewed plum finish with scraping tannins and herbal notes that reflect the nose and palate.;Familia Navarro Torrre Grand Gold Medal;86;39.0;Other;Argentina;;Malbec-Cabernet Sauvignon;Bodega Las Cañitas;6.4;0.795;0.0;2.2;0.065;28.0;52.0;0.99378;3.49;0.52;11.6;5;1027
724;724;South Africa;This opens with scents of green melon rind, strawberry hull and lime that carry through to the palate alongside an additional note of peach. A pleasant grassy tone gives interest to the finish, while ample acidity keeps the palate fresh and clean. Drink now.;Barrelman's Select;86;11.0;Western Cape;;;Sauvignon Blanc;Fat Barrel;7.7;0.58;0.01;1.8;0.088;12.0;18.0;0.99568;3.32;0.56;10.5;7;1029
725;725;US;While light in color, this wine is flavorful and easy to enjoy. Its smoothly textured, medium-bodied palate carries generous red cherry and plum flavors.;Saluté;85;15.0;California;Livermore Valley;Central Coast;Red Blend;Rubino Estates Winery;8.1;0.82;0.0;4.1;0.095;5.0;14.0;0.99854;3.36;0.53;9.6;5;1032
726;726;France;This pale rosé blend of Cabernet Sauvignon and Merlot is fruity with crisp strawberry fruits and acidity. It has a soft perfumed aftertaste that makes it immediately attractive. Drink now.;Bélingard;85;9.0;Southwest France;Bergerac Rosé;;Rosé;Château Bélingard;8.9;0.745;0.18;2.5;0.077;15.0;48.0;0.99739;3.2;0.47;9.7;6;1034
727;727;France;"This is the second label from this Gaillac estate. It is a fine mix of red fruits and spice—all fruitiness and with a strong shot of acidity. The wine is made to be drunk young; enjoy this summer.";Les Petits Clément Merlot Duras;85;16.0;Southwest France;Côtes du Tarn;;Red Blend;Château Clément Termes;10.1;0.37;0.34;2.4;0.085;5.0;17.0;0.99683;3.17;0.65;10.6;7;1035
728;728;US;A hint of maple syrup in the aromas and flavors gives this medium-bodied red a touch of sweetness. Oak flavors dominate the modest fruit on the palate.;;85;15.0;California;California;California Other;Cabernet Sauvignon;Jack's House;7.6;0.31;0.34;2.5;0.0819999999999999;26.0;35.0;0.99356;3.22;0.59;12.5;7;1036
729;729;France;A blend of 30% Pinot Noir and 70% Gamay, this is a fruity wine with the softest tannins and red cherry flavor. Made to drink young, it's somewhat spoiled by a banana-like edge that comes from its vinification.;;85;18.0;Burgundy;Coteaux Bourguignons;;Pinot Noir-Gamay;Joseph Drouhin;8.7;0.41;0.41;6.2;0.078;25.0;42.0;0.9953;3.24;0.77;12.6;7;1038
730;730;Italy;This informal red has a shy nose that eventually reveals whiffs of black-skinned fruit and a suggestion of cooking spice. The simple palate delivers black cherry and vanilla alongside laid-back tannins. Drink soon.;;85;9.0;Northeastern Italy;Delle Venezie;;Pinot Nero;Famiglia Cielo;8.9;0.5;0.21;2.2;0.088;21.0;39.0;0.99692;3.33;0.83;11.1;6;1039
731;731;Portugal;This is a light wine with plenty of acidity and soft tannins that come together in a juicy, crisp, red fruit-flavored medley. Ready to drink.;Oceanus Touriga Nacional-Cabernet Sauvignon;85;11.0;Tejo;;;Portuguese Red;Fiuza;6.9;0.49;0.19;1.7;0.079;13.0;26.0;0.99547;3.38;0.64;9.8;6;1041
732;732;France;A light orange pink color sets the scene for a fruity wine that has raspberry flavors, soft acidity and an attractive, crisp aftertaste. Drink now.;Pigmentum Malbec;85;12.0;Southwest France;Côtes du Lot;;Rosé;Georges Vigouroux;6.4;0.39;0.33;3.3;0.046;12.0;53.0;0.99294;3.36;0.62;12.2;6;1044
733;733;France;Named after the series of vineyard terraces that rise steeply from the Lot river, this wine is soft and easily accessible. It does have the Malbec structure although this is comfortably balanced by the black fruit and acidity. The wine will be ready to drink from 2017.;Les Terrasses;85;14.0;Southwest France;Cahors;;Malbec;Rigal;6.9;0.44;0.0;1.4;0.07;32.0;38.0;0.99438;3.32;0.58;11.4;6;1045
734;734;South Africa;Fresh grass, gooseberry, lime leaf and a touch of melon rind appear on the nose and mouth of this straightforward wine. It's lightweight and easygoing, with brisk acidity and a crisp, refreshing finish. Drink now.;;85;10.0;Western Cape;;;Sauvignon Blanc;Long Neck;7.6;0.78;0.0;1.7;0.076;33.0;45.0;0.99612;3.31;0.62;10.7;6;1046
735;735;US;This wine veers slightly sweet, like many overripe red blends. It's deep in color, soft in and makes a good counterpoint to spicy foods.;;85;12.0;California;California;California Other;Cabernet Sauvignon;Mirassou;7.1;0.43;0.17;1.8;0.0819999999999999;27.0;51.0;0.99634;3.49;0.64;10.4;5;1047
736;736;US;This is bold for a boxed wine, showing ripe, lightly spicy flavors supported by a firm and moderately tannic texture. It's nearly dry, too.;;85;18.0;California;California;California Other;Merlot;The Naked Grape;9.3;0.49;0.36;1.7;0.081;3.0;14.0;0.99702;3.27;0.78;10.9;6;1048
737;737;Argentina;Raspy berry and plum aromas lead to a palate dominated by tartaric acid. That, in turn, leads to sharp berry and plum flavors backed by a bracing finish.;;85;14.0;Mendoza Province;Mendoza;;Malbec;The Seeker;9.3;0.5;0.36;1.8;0.084;6.0;17.0;0.99704;3.27;0.77;10.8;6;1049
738;738;Italy;This opens with aromas of resin and a whiff of dried flower that follow through to the lean palate along with hints of citrus and dried stone fruit. But it's cut short by extremely bitter sensations that recall walnut skin.;Monopolio;85;10.0;Veneto;Soave Classico;;Garganega;Cantina di Gambellara;8.5;0.46;0.59;1.4;0.414;16.0;45.0;0.99702;3.03;1.34;9.2;5;1051
739;739;Argentina;Basic white-fruit aromas are a bit dusty and yeasty. This feels plump, soft and creamy, with bitter-leaning green melon and papaya flavors. Notes of onion and grape skins rise up on the finish. This is a mix of Sauvignon Blanc, Chardonnay and Viognier.;Nuna Estate;85;13.0;Mendoza Province;Mendoza;;White Blend;Chakana;5.6;0.605;0.05;2.4;0.073;19.0;25.0;0.99258;3.56;0.55;12.9;5;1052
740;740;Portugal;This is an earthy blend of Touriga Nacional, Jaen and Trincadeira. Unencumbered by wood aromas, it's full of structured red berry fruit and balanced acidity and is ready to drink.;Encosta da Vinha;85;10.0;Dão;;;Portuguese Red;Boas Quintas;8.3;0.33;0.42;2.3;0.07;9.0;20.0;0.99426;3.38;0.77;12.7;7;1053
741;741;South Africa;This is soft and accessible now, with plush notes of baked apple, creamed pear and oaky spice on the attack. The medium-weight palate is broad in feel, begging for a bit more lift to the rich fruit and buttered toast flavors. Drink now.;Crocodile's Lair Kaaimansgat;85;20.0;Overberg;;;Chardonnay;Bouchard Finlayson;8.2;0.64;0.27;2.0;0.095;5.0;77.0;0.99747;3.13;0.62;9.1;6;1055
742;742;Argentina;Narrow berry aromas are angular and punchy. This feels high in acidity, with hard tannins. That sharp acidity makes for tart unyielding black plum flavors.;Eggo Tinta de Tiza;85;30.0;Mendoza Province;Tupungato;;Bordeaux-style Red Blend;Zorzal;8.9;0.48;0.53;4.0;0.1009999999999999;3.0;10.0;0.99586;3.21;0.59;12.1;7;1056
743;743;Spain;An aromatic opening of compost and vinegar might suggest casting this aside. But flavors of strawberry and chocolate, along with an admitted weedy note, amount to something decent. Finishing notes of brown sugar and berry syrup are chocolaty and ensure that this finishes better than it begins.;Colección Vivanco Dulce de Invierno Late Harvest;85;50.0;Northern Spain;Rioja;;Red Blend;Vivanco;7.6;0.42;0.25;3.9;0.104;28.0;90.0;0.99784;3.15;0.57;9.1;5;1057
744;744;South Africa;This is a fresh and lively white, with some green bean and herbaceous notes to support the core of gooseberry and lime rind aromas and flavors. It's light and straightforward, but clean and so easy to enjoy. Drink now.;The Game Reserve;85;16.0;Robertson;;;Sauvignon Blanc;Graham Beck;9.9;0.53;0.57;2.4;0.093;30.0;52.0;0.9971;3.19;0.76;11.6;7;1058
745;745;France;Already a bit light in color and showing some rust at the rim, this medium-weight, silky-textured wine features aromas of sun-baked clay and cherries. There's not much depth or richness, but the tart fruit makes for an easy quaff. Drink now.;Bastide de Beauvert;85;11.0;Rhône Valley;Côtes du Rhône;;Rhône-style Red Blend;Les Vignobles Foncalieu;8.9;0.48;0.53;4.0;0.1009999999999999;3.0;10.0;0.99586;3.21;0.59;12.1;7;1059
746;746;Argentina;This Pinot Noir-heavy sparkler opens with aromas of briny citrus and bready yeast. The palate is fresh and low on weight, with a dominating flavor of pink grapefruit. Overall, this is basic but easy to drink.;Cruzat Brut Rosé Méthodo Tradicional;85;15.0;Mendoza Province;Valle de Uco;;Sparkling Blend;Cruzat;11.6;0.23;0.57;1.8;0.074;3.0;8.0;0.9981;3.14;0.7;9.9;6;1060
747;747;US;This is a simple, tart red, crisp in cranberry and red currant fruit and perfumed with spicy oak. Despite the high acidity on the front palate, it hangs heavy in full-bodied ripeness.;Cross Creek Vineyard;85;65.0;California;Moon Mountain District Sonoma County;Sonoma;Cabernet Sauvignon;Spann Vineyards;9.1;0.4;0.5;1.8;0.071;7.0;16.0;0.99462;3.21;0.69;12.5;8;1061
748;748;Bulgaria;This straw-colored Chardonnay has aromas of apple and citrus blossom with flavors of creamy apple, vanilla and citrus pith. It has nice weight on the palate with a clean acidic finish.;Veni Vidi Vici;85;9.0;Thracian Valley;;;Chardonnay;Vini;8.0;0.38;0.44;1.9;0.098;6.0;15.0;0.9956;3.3;0.64;11.4;6;1062
749;749;Israel;A clean nose of citrus paves the way for flavors of grapefruit and Sevilla orange. This wine is soft and pleasing on the palate, but it may be touch tart for some tastes.;Admon Vineyard;85;30.0;Galilee;;;Chardonnay;Carmel;10.2;0.29;0.65;2.4;0.075;6.0;17.0;0.99565;3.22;0.63;11.8;6;1063
750;750;France;Seduction may be an odd word to use for a Malbec-based wine that is dark and drily tannic. It is structured and firm, with a dry core and black currant fruits. Drink this solid wine from 2017.;Château de Rouffiac Séduction;89;0;Southwest France;Cahors;;Malbec;Château Bovila;8.2;0.74;0.09;2.0;0.067;5.0;10.0;0.99418;3.28;0.57;11.8;6;1064
751;751;Spain;Concentrated aromas of blackened oak, blackberry, cassis, licorice and hickory smoke are clarion calls that this is a fully oaked, modern wine. In the mouth, it's heavy and tannic but doesn't trip over itself. Blackberry, cassis, burnt toast and campfire flavors finish equally toasted, peppery, charred and lemony, with chewy tannins. Drink through 2020.;Herència del Padrí;89;26.0;Catalonia;Priorat;;Red Blend;Bernard Magrez;7.7;0.61;0.18;2.4;0.083;6.0;20.0;0.9963;3.29;0.6;10.2;6;1065
752;752;US;With fresh green-apple aromas, and juicy apple and citrus flavors, this is a lively, crisp and well-balanced wine. Instead of going for overt oaky, buttery flavors and a fat mouthfeel, it stays nicely lean and refreshing, even with relatively full body.;;89;20.0;California;Yountville;Napa;Chardonnay;Hoopla;6.6;0.52;0.08;2.4;0.07;13.0;26.0;0.99358;3.4;0.72;12.5;7;1066
753;753;US;Coming from a vineyard near Solvang, this wine by Mikael Sigouin shows orange sponge cake, honey and the slightest twist of petrol on the nose. The palate boasts orange blossoms and bright acidity, gaining complexity from chalky white rocks and the slight bitterness of Japanese pear peels.;La Presa Vineyard;89;25.0;California;Santa Ynez Valley;Central Coast;Riesling;Kaena;11.1;0.31;0.53;2.2;0.06;3.0;10.0;0.99572;3.02;0.83;10.9;7;1067
754;754;US;Slightly oxidized aromas of marzipan, pressed yellow flowers, dried lemon rinds and apricot cream entice the nose on this wine from the historic vineyard by Joshua Klapper. The palate shows woody spice and a unique iodine character, with cinnamon, salt, sour yeastiness and a touch of tart citrus peel.;Bien Nacido;89;36.0;California;Santa Maria Valley;Central Coast;Chardonnay;La Fenêtre;8.0;0.62;0.35;2.8;0.086;28.0;52.0;0.997;3.31;0.62;10.8;5;1069
755;755;France;A hint of honey gives this wine richness while keeping every bit of freshness. It has tangy acidity, a mineral character and apricot and mango fruit flavors. Drink now, although the wine will be better from early 2016.;La Demoiselle de Laballe;89;14.0;Southwest France;Côtes de Gascogne;;Gros Manseng;Laudet;9.3;0.33;0.45;1.5;0.057;19.0;37.0;0.99498;3.18;0.89;11.1;7;1070
756;756;US;Rick Longoria's light winemaking touch even plays into this Spanish grape, which is daintier than regional counterparts. Red and Bing cherries mix with purple flowers, some dried fruit and vanilla paste on the nose. The palate leans herbal, with anise and chopped Italian herbs, also showing brick minerality and oak on the finish. The wine would definitely shine brighter with food.;;89;36.0;California;Santa Ynez Valley;Central Coast;Tempranillo;Longoria;7.5;0.77;0.2;8.1;0.098;30.0;92.0;0.99892;3.2;0.58;9.2;5;1071
757;757;Italy;Sangiovese, Cabernet Sauvignon, Merlot and Syrah come together to offer scents of red currant, toast, cedar and spice. It's firm and savory, with notes of white pepper, aniseed and dried aromatic herbs alongside assertive tannins. Drink 2016–2020.;Ad Astra;89;23.0;Tuscany;Toscana;;Red Blend;Nittardi;8.0;0.62;0.33;2.7;0.088;16.0;37.0;0.9972;3.31;0.58;10.7;6;1073
758;758;US;A black plum-extract character marks the nose of this wine from the folks behind Los Angeles' historic San Antonio Winery, but it's brown spice that dominates, particularly uncrushed cloves and anise seeds. Dried sour cherry and uncracked peppercorns show on the palate that is presented on rather chewy tannins.;;89;30.0;California;Paso Robles;Central Coast;Petit Verdot;Opaque;9.9;0.32;0.56;2.0;0.073;3.0;8.0;0.99534;3.15;0.73;11.4;6;1076
759;759;Italy;Blueberry, chocolate, mint and clove aromas lead the nose of this blend of 50% Syrah, 35% Cabernet Franc and 15% Petit Verdot. The palate offers dried black cherries, coffee, cinnamon, black pepper and cocoa. Fine-grained tannins provide the framework.;Oliviero Toscani;89;28.0;Tuscany;Toscana;;Red Blend;OT;8.6;0.37;0.65;6.4;0.08;3.0;8.0;0.99817;3.27;0.58;11.0;5;1078
760;760;Chile;Solid berry and cassis aromas are a touch baked on the nose. This is firm, moderately tannic on the palate, with baked plum, blackberry, vanilla and spice flavors. A woody note of maple gains prominence on the finish.;;89;20.0;Maipo Valley;;;Cabernet Sauvignon;Primus;7.9;0.3;0.68;8.3;0.05;37.5;278.0;0.99316;3.01;0.51;12.3;7;1079
761;761;US;Full bodied and bold flavored, this is not overwhelmingly dark in color nor pumped up in ripeness. It does emphasize aromas of anise and dried plums, adding flavors of blackberrry juice and a sense of alcoholic strength. It is moderately tannic, while the texture is mouthfilling and the finish rather warm.;The Truant;89;36.0;California;Sierra Foothills;Sierra Foothills;G-S-M;Prospect 772;7.9;0.3;0.68;8.3;0.05;37.5;289.0;0.99316;3.01;0.51;12.3;7;1081
